# dimension = 3
# nrOfCluster | Time | Size | Radius 
0	3	3	1	
1	9	20	3	
2	4	7	2	
3	3	4	1	
4	39	128	8	
5	1	1	0	
6	6	14	3	
7	7	7	2	
8	1	1	0	
9	20	50	8	
10	8	18	2	
11	6	8	3	
12	4	4	1	
13	3	4	1	
14	3	4	1	
15	2	2	1	
16	9	11	3	
17	3	4	1	
18	19	39	5	
19	3	4	2	
20	1	1	0	
21	1	1	0	
22	1	1	0	
23	10	26	5	
24	13	39	4	
25	2	2	1	
26	13	19	5	
27	1	1	0	
28	9	11	1	
29	3	3	1	
30	1	1	0	
31	7	10	3	
32	1	1	0	
33	2	3	1	
34	5	13	3	
35	1	1	0	
36	1	1	0	
37	23	62	6	
38	27	69	5	
39	11	20	3	
40	7	8	1	
41	1	1	0	
42	1	1	0	
43	14	22	4	
44	11	34	4	
45	9	15	3	
46	31	77	9	
47	7	11	3	
48	2	2	1	
49	2	2	1	
50	7	9	2	
51	1	1	0	
52	2	2	1	
53	4	7	1	
54	2	2	1	
55	3	3	1	
56	2	2	1	
57	6	12	3	
58	9	11	3	
59	56	309	10	
60	39	176	7	
61	2	3	1	
62	1	1	0	
63	14	68	4	
64	1	1	0	
65	1	1	0	
66	73	512	11	
67	6	8	2	
68	19	38	5	
69	18	26	7	
70	14	18	3	
71	2	3	1	
72	2	2	1	
73	1	1	0	
74	2	3	1	
75	42	129	9	
76	1	1	0	
77	5	6	2	
78	8	10	3	
79	3	4	1	
80	3	3	1	
81	26	78	5	
82	1	1	0	
83	1	1	0	
84	3	4	1	
85	9	14	4	
86	2	2	1	
87	51	173	12	
88	6	10	3	
89	1	1	0	
90	5	7	2	
91	4	10	1	
92	3	4	2	
93	3	4	1	
94	3	3	1	
95	3	3	1	
96	37	117	7	
97	2	2	1	
98	3	3	1	
99	4	6	2	
100	2	2	1	
101	3	4	1	
102	12	24	4	
103	1	1	0	
104	1	1	0	
105	42	125	10	
106	3	3	1	
107	1	1	0	
108	2	2	1	
109	8	13	3	
110	19	56	5	
111	4	6	2	
112	2	2	1	
113	2	2	1	
114	4	4	2	
115	1	1	0	
116	2	2	1	
117	9	15	4	
118	10	21	3	
119	1	1	0	
120	6	11	3	
121	3	3	1	
122	1	1	0	
123	2	2	1	
124	9	18	3	
125	49	237	10	
126	32	98	9	
127	3	5	1	
128	8	11	2	
129	21	73	7	
130	3	3	1	
131	10	25	4	
132	7	7	2	
133	4	8	2	
134	3	4	1	
135	3	3	1	
136	80	421	15	
137	3	4	1	
138	4	7	3	
139	35	159	11	
140	16	52	4	
141	8	17	3	
142	1	1	0	
143	12	23	3	
144	4	5	3	
145	2	2	1	
146	7	8	2	
147	5	10	3	
148	2	3	1	
149	1	1	0	
150	1	1	0	
151	5	5	2	
152	27	100	10	
153	2	2	1	
154	5	5	2	
155	20	61	5	
156	2	2	1	
157	1	1	0	
158	2	2	1	
159	1	1	0	
160	4	6	2	
161	2	2	1	
162	78	641	13	
163	18	43	6	
164	6	8	3	
165	2	2	1	
166	2	2	1	
167	1	1	0	
168	1	1	0	
169	1	1	0	
170	8	13	3	
171	2	3	1	
172	6	11	3	
173	2	2	1	
174	5	9	2	
175	3	4	2	
176	2	3	1	
177	2	2	1	
178	1	1	0	
179	59	244	12	
180	7	13	4	
181	2	2	1	
182	32	141	7	
183	5	9	2	
184	2	2	1	
185	16	28	5	
186	11	11	5	
187	2	2	1	
188	1	1	0	
189	3	4	2	
190	1	1	0	
191	9	17	4	
192	20	56	5	
193	15	37	5	
194	1	1	0	
195	1	1	0	
196	16	46	6	
197	1	1	0	
198	2	2	1	
199	2	2	1	
200	7	10	4	
201	4	9	2	
202	9	25	3	
203	2	2	1	
204	6	9	2	
205	1	1	0	
206	9	11	4	
207	11	19	5	
208	5	6	2	
209	8	11	3	
210	1	1	0	
211	1	1	0	
212	1	1	0	
213	5	6	2	
214	3	4	1	
215	1	1	0	
216	3	3	2	
217	24	121	7	
218	1	1	0	
219	9	13	3	
220	3	3	1	
221	9	14	3	
222	1	1	0	
223	53	262	10	
224	1	1	0	
225	3	7	1	
226	6	15	4	
227	8	13	2	
228	1	1	0	
229	8	18	3	
230	5	9	2	
231	6	11	3	
232	9	21	3	
233	1	1	0	
234	1	1	0	
235	8	11	2	
236	1	1	0	
237	15	34	6	
238	2	2	1	
239	6	7	2	
240	1	1	0	
241	1	1	0	
242	2	2	1	
243	1	1	0	
244	4	6	2	
245	1	1	0	
246	2	2	1	
247	2	2	1	
248	16	45	4	
249	4	6	2	
250	1	1	0	
251	2	2	1	
252	1	1	0	
253	49	238	10	
254	37	168	8	
255	27	61	9	
256	2	2	1	
257	5	8	2	
258	2	2	1	
259	1	1	0	
260	11	28	4	
261	1	1	0	
262	28	51	7	
263	7	13	2	
264	14	33	5	
265	3	3	1	
