# dimension = 3
# ZK = 5 | zk-2d = -1
# size | avSlope | sqrt(var(avSlope)) 
50	3.10908	0.065455
49	3.10821	0.0664816
48	3.10929	0.0674576
47	3.10616	0.068563
46	3.10878	0.0696597
45	3.10655	0.0707957
44	3.10372	0.0720445
43	3.10455	0.0732744
42	3.10559	0.0746012
41	3.10223	0.0759601
40	3.10298	0.0774188
39	3.10187	0.0789239
38	3.09949	0.0805198
37	3.09916	0.0821028
36	3.10153	0.0837229
35	3.1007	0.0855832
34	3.09773	0.087466
33	3.09689	0.0894685
32	3.09712	0.0914528
31	3.09349	0.0936767
30	3.09385	0.0960631
29	3.0917	0.0984506
28	3.08861	0.101152
27	3.09149	0.103993
26	3.08611	0.106986
25	3.08696	0.110259
24	3.08682	0.113612
23	3.08238	0.117392
22	3.07823	0.121294
21	3.07656	0.125786
20	3.07329	0.130332
19	3.06962	0.135432
18	3.0677	0.141065
17	3.06716	0.147451
16	3.05982	0.154263
15	3.05556	0.162132
14	3.0506	0.170479
13	3.04421	0.18066
12	3.04388	0.191355
11	3.02732	0.204608
10	3.02158	0.220434
9	3.01452	0.23808
8	3.00087	0.260686
7	2.99018	0.288799
6	2.96522	0.324846
5	2.91328	0.373268
4	2.91766	0.438634
3	2.77112	0.557193
2	2.99375	0.724664
